rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
67,South Africa,RSA,1349.59,1350.55,1.0,CAF,2022-10-06
68,South Africa,RSA,1350.55,1347.91,0.0,CAF,2022-08-25
68,South Africa,RSA,1347.91,1356.01,1.0,CAF,2022-06-23
69,South Africa,RSA,1356.01,1358.24,-1.0,CAF,2022-03-31
68,South Africa,RSA,1358.24,1358.24,0.0,CAF,2022-02-10
68,South Africa,RSA,1358.24,1358.24,0.0,CAF,2021-12-23
68,South Africa,RSA,1358.24,1361.97,-2.0,CAF,2021-11-19
66,South Africa,RSA,1361.97,1348.6,7.0,CAF,2021-10-21
73,South Africa,RSA,1348.6,1337.77,0.0,CAF,2021-09-16
73,South Africa,RSA,1337.77,1325.64,2.0,CAF,2021-08-12
75,South Africa,RSA,1325.64,1325.64,0.0,CAF,2021-05-27
75,South Africa,RSA,1325.64,1341.0,-4.0,CAF,2021-04-07
71,South Africa,RSA,1341.0,1341.0,0.0,CAF,2021-02-18
71,South Africa,RSA,1341.0,1341.0,0.0,CAF,2020-12-10
71,South Africa,RSA,1341.0,1332.0,1.0,CAF,2020-11-27
72,South Africa,RSA,1332.0,1334.0,-1.0,CAF,2020-10-22
71,South Africa,RSA,1334.0,1334.0,0.0,CAF,2020-09-17
71,South Africa,RSA,1334.0,1334.0,0.0,CAF,2020-07-16
71,South Africa,RSA,1334.0,1334.0,0.0,CAF,2020-06-11
71,South Africa,RSA,1334.0,1334.0,0.0,CAF,2020-04-09
71,South Africa,RSA,1334.0,1334.0,0.0,CAF,2020-02-20
71,South Africa,RSA,1334.0,1334.0,1.0,CAF,2019-12-19
72,South Africa,RSA,1334.0,1337.0,0.0,CAF,2019-11-27
72,South Africa,RSA,1337.0,1331.0,-1.0,CAF,2019-10-24
71,South Africa,RSA,1331.0,1338.0,-1.0,CAF,2019-10-13
70,South Africa,RSA,1338.0,1335.0,2.0,CAF,2019-07-25
72,South Africa,RSA,1335.0,1335.0,1.0,CAF,2019-06-14
73,South Africa,RSA,1335.0,1325.0,1.0,CAF,2019-04-04
74,South Africa,RSA,1325.0,1325.0,-2.0,CAF,2019-02-07
72,South Africa,RSA,1325.0,1325.0,0.0,CAF,2018-12-20
72,South Africa,RSA,1325.0,1321.0,1.0,CAF,2018-11-29
73,South Africa,RSA,1321.0,1325.0,0.0,CAF,2018-10-25
73,South Africa,RSA,1325.0,1327.0,1.0,CAF,2018-09-20
74,South Africa,RSA,1327.0,1324.0,0.0,CAF,2018-08-16
71,South Africa,RSA,1623.0,1621.0,1.0,CAF,2018-07-01
74,South Africa,RSA,428.0,432.0,-2.0,CAF,2018-06-07
72,South Africa,RSA,432.0,433.0,0.0,CAF,2018-05-17
72,South Africa,RSA,433.0,440.0,4.0,CAF,2018-04-12
76,South Africa,RSA,440.0,435.0,1.0,CAF,2018-03-15
77,South Africa,RSA,435.0,436.0,1.0,CAF,2018-02-15
78,South Africa,RSA,436.0,433.0,3.0,CAF,2018-01-18
81,South Africa,RSA,433.0,434.0,0.0,CAF,2017-12-21
81,South Africa,RSA,434.0,473.0,-7.0,CAF,2017-11-23
74,South Africa,RSA,473.0,423.0,6.0,CAF,2017-10-16
80,South Africa,RSA,423.0,536.0,-14.0,CAF,2017-09-14
66,South Africa,RSA,536.0,581.0,-2.0,CAF,2017-08-10
64,South Africa,RSA,581.0,547.0,1.0,CAF,2017-07-06
65,South Africa,RSA,547.0,539.0,-1.0,CAF,2017-06-01
64,South Africa,RSA,539.0,539.0,0.0,CAF,2017-05-04
64,South Africa,RSA,539.0,567.0,-2.0,CAF,2017-04-06
62,South Africa,RSA,567.0,563.0,0.0,CAF,2017-03-09
62,South Africa,RSA,563.0,572.0,-2.0,CAF,2017-02-09
60,South Africa,RSA,572.0,569.0,0.0,CAF,2017-01-12
60,South Africa,RSA,569.0,571.0,0.0,CAF,2016-12-22
60,South Africa,RSA,571.0,559.0,2.0,CAF,2016-11-24
62,South Africa,RSA,559.0,539.0,0.0,CAF,2016-10-20
62,South Africa,RSA,539.0,529.0,2.0,CAF,2016-09-15
64,South Africa,RSA,529.0,530.0,3.0,CAF,2016-08-11
67,South Africa,RSA,530.0,529.0,1.0,CAF,2016-07-14
68,South Africa,RSA,529.0,507.0,2.0,CAF,2016-06-02
70,South Africa,RSA,507.0,507.0,0.0,CAF,2016-05-05
70,South Africa,RSA,507.0,500.0,0.0,CAF,2016-04-07
70,South Africa,RSA,500.0,498.0,3.0,CAF,2016-03-03
73,South Africa,RSA,498.0,486.0,1.0,CAF,2016-02-04
74,South Africa,RSA,486.0,487.0,-2.0,CAF,2016-01-07
72,South Africa,RSA,487.0,461.0,3.0,CAF,2015-12-03
75,South Africa,RSA,461.0,465.0,-2.0,CAF,2015-11-05
73,South Africa,RSA,465.0,469.0,-1.0,CAF,2015-10-01
72,South Africa,RSA,469.0,478.0,0.0,CAF,2015-09-03
72,South Africa,RSA,478.0,483.0,-2.0,CAF,2015-08-06
70,South Africa,RSA,483.0,515.0,-1.0,CAF,2015-07-09
69,South Africa,RSA,515.0,553.0,-10.0,CAF,2015-06-04
59,South Africa,RSA,553.0,553.0,1.0,CAF,2015-05-07
60,South Africa,RSA,553.0,608.0,-5.0,CAF,2015-04-09
55,South Africa,RSA,608.0,592.0,1.0,CAF,2015-03-12
56,South Africa,RSA,592.0,587.0,-4.0,CAF,2015-02-12
52,South Africa,RSA,587.0,579.0,0.0,CAF,2015-01-08
52,South Africa,RSA,579.0,568.0,-1.0,CAF,2014-12-18
51,South Africa,RSA,568.0,542.0,6.0,CAF,2014-11-27
57,South Africa,RSA,542.0,458.0,10.0,CAF,2014-10-23
67,South Africa,RSA,458.0,438.0,2.0,CAF,2014-09-18
69,South Africa,RSA,438.0,450.0,-3.0,CAF,2014-08-14
66,South Africa,RSA,450.0,496.0,-1.0,CAF,2014-07-17
65,South Africa,RSA,496.0,507.0,0.0,CAF,2014-06-05
65,South Africa,RSA,507.0,500.0,1.0,CAF,2014-05-08
66,South Africa,RSA,500.0,536.0,-2.0,CAF,2014-04-10
64,South Africa,RSA,536.0,550.0,0.0,CAF,2014-03-13
64,South Africa,RSA,550.0,576.0,-10.0,CAF,2014-02-13
54,South Africa,RSA,576.0,554.0,8.0,CAF,2014-01-16
62,South Africa,RSA,554.0,554.0,-1.0,CAF,2013-12-19
61,South Africa,RSA,554.0,540.0,0.0,CAF,2013-11-28
61,South Africa,RSA,540.0,528.0,7.0,CAF,2013-10-17
68,South Africa,RSA,528.0,530.0,-1.0,CAF,2013-09-12
67,South Africa,RSA,530.0,558.0,-8.0,CAF,2013-08-08
59,South Africa,RSA,558.0,542.0,1.0,CAF,2013-07-04
60,South Africa,RSA,542.0,541.0,-4.0,CAF,2013-06-06
56,South Africa,RSA,541.0,530.0,6.0,CAF,2013-05-09
62,South Africa,RSA,530.0,531.0,-2.0,CAF,2013-04-11
60,South Africa,RSA,531.0,525.0,0.0,CAF,2013-03-14
60,South Africa,RSA,525.0,423.0,25.0,CAF,2013-02-14
85,South Africa,RSA,423.0,416.0,2.0,CAF,2013-01-17
87,South Africa,RSA,416.0,430.0,-3.0,CAF,2012-12-19
84,South Africa,RSA,430.0,448.0,-8.0,CAF,2012-11-07
76,South Africa,RSA,448.0,448.0,-2.0,CAF,2012-10-03
74,South Africa,RSA,448.0,474.0,-7.0,CAF,2012-09-05
67,South Africa,RSA,474.0,474.0,1.0,CAF,2012-08-08
68,South Africa,RSA,474.0,499.0,0.0,CAF,2012-07-04
68,South Africa,RSA,499.0,500.0,-1.0,CAF,2012-06-06
67,South Africa,RSA,500.0,482.0,4.0,CAF,2012-05-09
71,South Africa,RSA,482.0,549.0,-11.0,CAF,2012-04-11
60,South Africa,RSA,549.0,559.0,-2.0,CAF,2012-03-07
58,South Africa,RSA,559.0,551.0,-2.0,CAF,2012-02-15
56,South Africa,RSA,551.0,577.0,-4.0,CAF,2012-01-18
52,South Africa,RSA,577.0,577.0,1.0,CAF,2011-12-21
53,South Africa,RSA,577.0,595.0,-4.0,CAF,2011-11-23
49,South Africa,RSA,595.0,574.0,2.0,CAF,2011-10-19
51,South Africa,RSA,574.0,602.0,-4.0,CAF,2011-09-21
47,South Africa,RSA,602.0,597.0,2.0,CAF,2011-08-24
49,South Africa,RSA,597.0,597.0,-2.0,CAF,2011-07-27
47,South Africa,RSA,597.0,653.0,-9.0,CAF,2011-06-29
38,South Africa,RSA,653.0,616.0,1.0,CAF,2011-05-18
39,South Africa,RSA,616.0,566.0,7.0,CAF,2011-04-13
46,South Africa,RSA,566.0,562.0,1.0,CAF,2011-03-09
47,South Africa,RSA,562.0,550.0,4.0,CAF,2011-02-02
51,South Africa,RSA,550.0,550.0,0.0,CAF,2011-01-12
51,South Africa,RSA,550.0,562.0,-1.0,CAF,2010-12-15
50,South Africa,RSA,562.0,545.0,2.0,CAF,2010-11-17
52,South Africa,RSA,545.0,545.0,6.0,CAF,2010-10-20
58,South Africa,RSA,545.0,504.0,8.0,CAF,2010-09-15
66,South Africa,RSA,504.0,504.0,0.0,CAF,2010-08-11
66,South Africa,RSA,504.0,392.0,17.0,CAF,2010-07-14
83,South Africa,RSA,392.0,369.0,7.0,CAF,2010-05-26
90,South Africa,RSA,369.0,372.0,-2.0,CAF,2010-04-28
88,South Africa,RSA,372.0,391.0,-7.0,CAF,2010-03-31
81,South Africa,RSA,391.0,391.0,0.0,CAF,2010-03-03
81,South Africa,RSA,391.0,377.0,4.0,CAF,2010-02-03
85,South Africa,RSA,377.0,377.0,1.0,CAF,2009-12-16
86,South Africa,RSA,377.0,381.0,-1.0,CAF,2009-11-20
85,South Africa,RSA,381.0,445.0,-12.0,CAF,2009-10-16
73,South Africa,RSA,445.0,449.0,-1.0,CAF,2009-09-02
72,South Africa,RSA,449.0,474.0,-2.0,CAF,2009-08-05
70,South Africa,RSA,474.0,471.0,2.0,CAF,2009-07-01
72,South Africa,RSA,471.0,453.0,5.0,CAF,2009-06-03
77,South Africa,RSA,453.0,453.0,0.0,CAF,2009-05-06
77,South Africa,RSA,453.0,469.0,-5.0,CAF,2009-04-08
72,South Africa,RSA,469.0,485.0,-2.0,CAF,2009-03-11
70,South Africa,RSA,485.0,458.0,4.0,CAF,2009-02-11
74,South Africa,RSA,458.0,461.0,2.0,CAF,2009-01-14
76,South Africa,RSA,461.0,442.0,4.0,CAF,2008-12-17
80,South Africa,RSA,442.0,411.0,5.0,CAF,2008-11-12
85,South Africa,RSA,411.0,447.0,-15.0,CAF,2008-10-08
70,South Africa,RSA,447.0,451.0,3.0,CAF,2008-09-03
73,South Africa,RSA,451.0,481.0,-6.0,CAF,2008-08-06
67,South Africa,RSA,481.0,469.0,1.0,CAF,2008-07-02
68,South Africa,RSA,469.0,471.0,1.0,CAF,2008-06-04
69,South Africa,RSA,471.0,471.0,0.0,CAF,2008-05-07
69,South Africa,RSA,471.0,451.0,2.0,CAF,2008-04-09
71,South Africa,RSA,451.0,454.0,-1.0,CAF,2008-03-12
70,South Africa,RSA,454.0,411.0,8.0,CAF,2008-02-13
78,South Africa,RSA,411.0,414.0,-1.0,CAF,2008-01-16
77,South Africa,RSA,414.0,414.0,0.0,CAF,2007-12-17
77,South Africa,RSA,414.0,389.0,6.0,CAF,2007-11-22
83,South Africa,RSA,389.0,437.0,-10.0,CAF,2007-10-24
73,South Africa,RSA,437.0,488.0,-12.0,CAF,2007-09-19
61,South Africa,RSA,488.0,479.0,3.0,CAF,2007-08-22
64,South Africa,RSA,479.0,535.0,-7.0,CAF,2007-07-18
57,South Africa,RSA,535.0,516.0,2.0,CAF,2007-06-13
59,South Africa,RSA,516.0,498.0,2.0,CAF,2007-05-16
61,South Africa,RSA,498.0,499.0,-1.0,CAF,2007-04-18
60,South Africa,RSA,499.0,504.0,-1.0,CAF,2007-03-14
59,South Africa,RSA,504.0,454.0,10.0,CAF,2007-02-14
69,South Africa,RSA,454.0,468.0,-2.0,CAF,2007-01-17
67,South Africa,RSA,468.0,468.0,-1.0,CAF,2006-12-18
66,South Africa,RSA,468.0,466.0,-1.0,CAF,2006-11-22
65,South Africa,RSA,466.0,417.0,11.0,CAF,2006-10-18
76,South Africa,RSA,417.0,406.0,0.0,CAF,2006-09-13
76,South Africa,RSA,406.0,455.0,-4.0,CAF,2006-08-16
72,South Africa,RSA,455.0,593.0,-19.0,CAF,2006-07-12
53,South Africa,RSA,593.0,598.0,-2.0,CAF,2006-05-17
51,South Africa,RSA,598.0,604.0,1.0,CAF,2006-04-19
52,South Africa,RSA,604.0,608.0,-2.0,CAF,2006-03-15
50,South Africa,RSA,608.0,609.0,-1.0,CAF,2006-02-15
49,South Africa,RSA,609.0,609.0,0.0,CAF,2006-01-18
49,South Africa,RSA,609.0,611.0,-1.0,CAF,2005-12-16
48,South Africa,RSA,611.0,616.0,-2.0,CAF,2005-11-21
46,South Africa,RSA,616.0,622.0,-4.0,CAF,2005-10-17
42,South Africa,RSA,622.0,632.0,-4.0,CAF,2005-09-12
38,South Africa,RSA,632.0,634.0,0.0,CAF,2005-08-17
38,South Africa,RSA,634.0,630.0,1.0,CAF,2005-07-20
39,South Africa,RSA,630.0,624.0,-1.0,CAF,2005-06-15
38,South Africa,RSA,624.0,625.0,-1.0,CAF,2005-05-18
37,South Africa,RSA,625.0,616.0,3.0,CAF,2005-04-20
40,South Africa,RSA,616.0,617.0,0.0,CAF,2005-03-23
40,South Africa,RSA,617.0,621.0,-2.0,CAF,2005-02-16
38,South Africa,RSA,621.0,619.0,0.0,CAF,2005-01-19
38,South Africa,RSA,619.0,608.0,3.0,CAF,2004-12-20
41,South Africa,RSA,608.0,604.0,-1.0,CAF,2004-11-10
40,South Africa,RSA,604.0,609.0,-1.0,CAF,2004-10-06
39,South Africa,RSA,609.0,599.0,2.0,CAF,2004-09-01
41,South Africa,RSA,599.0,610.0,-2.0,CAF,2004-08-04
39,South Africa,RSA,610.0,613.0,0.0,CAF,2004-07-07
39,South Africa,RSA,613.0,610.0,1.0,CAF,2004-06-09
40,South Africa,RSA,610.0,612.0,0.0,CAF,2004-05-12
40,South Africa,RSA,612.0,618.0,-1.0,CAF,2004-04-14
39,South Africa,RSA,618.0,620.0,-1.0,CAF,2004-03-17
38,South Africa,RSA,620.0,618.0,-2.0,CAF,2004-02-18
36,South Africa,RSA,618.0,618.0,0.0,CAF,2004-01-14
36,South Africa,RSA,618.0,625.0,-4.0,CAF,2003-12-15
32,South Africa,RSA,625.0,630.0,-1.0,CAF,2003-11-19
31,South Africa,RSA,630.0,616.0,5.0,CAF,2003-10-22
36,South Africa,RSA,616.0,619.0,-3.0,CAF,2003-09-24
33,South Africa,RSA,619.0,623.0,-2.0,CAF,2003-08-27
31,South Africa,RSA,623.0,619.0,2.0,CAF,2003-07-30
33,South Africa,RSA,619.0,624.0,-2.0,CAF,2003-06-25
31,South Africa,RSA,624.0,628.0,0.0,CAF,2003-05-21
31,South Africa,RSA,628.0,627.0,0.0,CAF,2003-04-23
31,South Africa,RSA,627.0,633.0,-1.0,CAF,2003-03-26
30,South Africa,RSA,633.0,636.0,0.0,CAF,2003-02-19
30,South Africa,RSA,636.0,636.0,0.0,CAF,2003-01-15
30,South Africa,RSA,636.0,637.0,1.0,CAF,2002-12-18
31,South Africa,RSA,637.0,640.0,-1.0,CAF,2002-11-20
30,South Africa,RSA,640.0,635.0,3.0,CAF,2002-10-23
33,South Africa,RSA,635.0,634.0,-1.0,CAF,2002-09-18
32,South Africa,RSA,634.0,634.0,2.0,CAF,2002-08-14
34,South Africa,RSA,634.0,623.0,3.0,CAF,2002-07-03
37,South Africa,RSA,623.0,624.0,0.0,CAF,2002-05-15
37,South Africa,RSA,624.0,626.0,-1.0,CAF,2002-04-17
36,South Africa,RSA,626.0,631.0,-3.0,CAF,2002-03-20
33,South Africa,RSA,631.0,629.0,0.0,CAF,2002-02-13
33,South Africa,RSA,629.0,626.0,2.0,CAF,2002-01-16
35,South Africa,RSA,626.0,625.0,-1.0,CAF,2001-12-19
34,South Africa,RSA,625.0,626.0,-2.0,CAF,2001-11-21
32,South Africa,RSA,626.0,628.0,-2.0,CAF,2001-10-17
30,South Africa,RSA,628.0,629.0,-2.0,CAF,2001-09-19
28,South Africa,RSA,629.0,633.0,-3.0,CAF,2001-08-22
25,South Africa,RSA,633.0,632.0,-1.0,CAF,2001-07-18
24,South Africa,RSA,632.0,634.0,-2.0,CAF,2001-06-20
22,South Africa,RSA,634.0,630.0,0.0,CAF,2001-05-16
22,South Africa,RSA,630.0,631.0,-2.0,CAF,2001-04-11
20,South Africa,RSA,631.0,633.0,-1.0,CAF,2001-03-14
19,South Africa,RSA,633.0,635.0,0.0,CAF,2001-02-14
19,South Africa,RSA,635.0,635.0,1.0,CAF,2001-01-17
20,South Africa,RSA,635.0,631.0,3.0,CAF,2000-12-20
23,South Africa,RSA,631.0,631.0,-1.0,CAF,2000-11-15
22,South Africa,RSA,631.0,631.0,1.0,CAF,2000-10-11
23,South Africa,RSA,631.0,629.0,-3.0,CAF,2000-09-06
20,South Africa,RSA,629.0,624.0,3.0,CAF,2000-08-09
23,South Africa,RSA,624.0,631.0,-3.0,CAF,2000-07-05
20,South Africa,RSA,631.0,633.0,0.0,CAF,2000-06-07
20,South Africa,RSA,633.0,624.0,4.0,CAF,2000-05-10
24,South Africa,RSA,624.0,626.0,-1.0,CAF,2000-04-12
23,South Africa,RSA,626.0,631.0,-2.0,CAF,2000-03-15
21,South Africa,RSA,631.0,597.0,10.0,CAF,2000-02-16
31,South Africa,RSA,597.0,597.0,-1.0,CAF,2000-01-19
30,South Africa,RSA,597.0,592.0,1.0,CAF,1999-12-22
31,South Africa,RSA,592.0,594.0,-2.0,CAF,1999-11-17
29,South Africa,RSA,594.0,591.0,2.0,CAF,1999-10-13
31,South Africa,RSA,591.0,593.0,-1.0,CAF,1999-09-15
30,South Africa,RSA,593.0,595.0,-1.0,CAF,1999-08-18
29,South Africa,RSA,595.0,598.0,-1.0,CAF,1999-07-21
28,South Africa,RSA,598.0,596.0,-2.0,CAF,1999-06-16
26,South Africa,RSA,596.0,596.0,1.0,CAF,1999-05-19
27,South Africa,RSA,596.0,599.0,-3.0,CAF,1999-04-21
24,South Africa,RSA,599.0,600.0,1.0,CAF,1999-03-24
25,South Africa,RSA,600.0,603.0,0.0,CAF,1999-02-24
25,South Africa,RSA,603.0,54.0,1.0,CAF,1999-01-27
26,South Africa,RSA,54.0,53.0,2.0,CAF,1998-12-23
28,South Africa,RSA,53.0,53.0,0.0,CAF,1998-11-18
28,South Africa,RSA,53.0,52.0,3.0,CAF,1998-10-21
31,South Africa,RSA,52.0,53.0,-3.0,CAF,1998-09-16
28,South Africa,RSA,53.0,53.0,-1.0,CAF,1998-08-19
27,South Africa,RSA,53.0,55.0,-3.0,CAF,1998-07-15
24,South Africa,RSA,55.0,56.0,-3.0,CAF,1998-05-20
21,South Africa,RSA,56.0,56.0,-1.0,CAF,1998-04-22
20,South Africa,RSA,56.0,52.0,16.0,CAF,1998-03-18
36,South Africa,RSA,52.0,53.0,-5.0,CAF,1998-02-18
31,South Africa,RSA,53.0,53.0,4.0,CAF,1997-12-23
35,South Africa,RSA,53.0,54.0,-9.0,CAF,1997-11-19
26,South Africa,RSA,54.0,55.0,-1.0,CAF,1997-10-17
25,South Africa,RSA,55.0,53.0,-1.0,CAF,1997-09-17
24,South Africa,RSA,53.0,53.0,-2.0,CAF,1997-08-20
22,South Africa,RSA,53.0,54.0,-3.0,CAF,1997-07-16
19,South Africa,RSA,54.0,53.0,6.0,CAF,1997-06-18
25,South Africa,RSA,53.0,51.0,0.0,CAF,1997-05-14
25,South Africa,RSA,51.0,51.0,-2.0,CAF,1997-04-09
23,South Africa,RSA,51.0,54.0,-4.0,CAF,1997-02-27
19,South Africa,RSA,54.0,53.0,2.0,CAF,1996-12-18
21,South Africa,RSA,53.0,53.0,-2.0,CAF,1996-11-20
19,South Africa,RSA,53.0,53.0,-2.0,CAF,1996-10-23
17,South Africa,RSA,53.0,52.0,-1.0,CAF,1996-09-25
16,South Africa,RSA,52.0,52.0,2.0,CAF,1996-08-28
18,South Africa,RSA,52.0,51.0,2.0,CAF,1996-07-03
20,South Africa,RSA,51.0,51.0,-1.0,CAF,1996-05-22
19,South Africa,RSA,51.0,51.0,4.0,CAF,1996-04-24
23,South Africa,RSA,51.0,46.0,6.0,CAF,1996-02-21
29,South Africa,RSA,46.0,41.0,11.0,CAF,1996-01-24
40,South Africa,RSA,41.0,34.0,19.0,CAF,1995-12-19
59,South Africa,RSA,34.0,35.0,-2.0,CAF,1995-11-21
57,South Africa,RSA,35.0,24.0,10.0,CAF,1995-10-17
67,South Africa,RSA,24.0,34.0,-4.0,CAF,1995-09-19
63,South Africa,RSA,34.0,34.0,-1.0,CAF,1995-08-22
62,South Africa,RSA,34.0,33.0,-3.0,CAF,1995-07-25
59,South Africa,RSA,33.0,32.0,1.0,CAF,1995-06-13
60,South Africa,RSA,32.0,31.0,2.0,CAF,1995-05-16
62,South Africa,RSA,31.0,31.0,-3.0,CAF,1995-04-19
59,South Africa,RSA,31.0,32.0,-3.0,CAF,1995-02-20
56,South Africa,RSA,32.0,28.0,8.0,CAF,1994-12-20
64,South Africa,RSA,28.0,26.0,5.0,CAF,1994-11-22
69,South Africa,RSA,26.0,24.0,-2.0,CAF,1994-10-25
67,South Africa,RSA,24.0,21.0,7.0,CAF,1994-09-13
74,South Africa,RSA,21.0,21.0,2.0,CAF,1994-07-21
76,South Africa,RSA,21.0,21.0,2.0,CAF,1994-06-14
78,South Africa,RSA,21.0,16.0,14.0,CAF,1994-05-17
92,South Africa,RSA,16.0,16.0,0.0,CAF,1994-04-19
92,South Africa,RSA,16.0,14.0,6.0,CAF,1994-03-15
98,South Africa,RSA,14.0,15.0,-3.0,CAF,1994-02-15
95,South Africa,RSA,15.0,15.0,1.0,CAF,1993-12-23
96,South Africa,RSA,15.0,15.0,-1.0,CAF,1993-11-19
95,South Africa,RSA,15.0,16.0,0.0,CAF,1993-10-22
95,South Africa,RSA,16.0,11.0,14.0,CAF,1993-09-23
109,South Africa,RSA,11.0,5.0,15.0,CAF,1993-08-08
124,South Africa,RSA,5.0,0.0,,CAF,1992-12-31
25,Korea Republic,KOR,1588.66,1599.45,-3.0,AFC,2026-04-01
22,Korea Republic,KOR,1599.45,1599.45,0.0,AFC,2026-01-19
22,Korea Republic,KOR,1599.45,1599.45,0.0,AFC,2025-12-22
22,Korea Republic,KOR,1599.45,1593.92,0.0,AFC,2025-11-19
22,Korea Republic,KOR,1593.92,1593.19,1.0,AFC,2025-10-17
23,Korea Republic,KOR,1593.19,1587.08,0.0,AFC,2025-09-18
23,Korea Republic,KOR,1587.08,1574.93,0.0,AFC,2025-07-10
23,Korea Republic,KOR,1574.93,1585.45,0.0,AFC,2025-04-03
23,Korea Republic,KOR,1585.45,1585.45,0.0,AFC,2024-12-19
23,Korea Republic,KOR,1585.45,1589.93,-1.0,AFC,2024-11-28
22,Korea Republic,KOR,1589.93,1572.61,1.0,AFC,2024-10-24
23,Korea Republic,KOR,1572.61,1572.87,0.0,AFC,2024-09-19
23,Korea Republic,KOR,1572.87,1572.87,-1.0,AFC,2024-07-18
22,Korea Republic,KOR,1572.87,1563.99,1.0,AFC,2024-06-20
23,Korea Republic,KOR,1563.99,1566.21,-1.0,AFC,2024-04-04
22,Korea Republic,KOR,1566.21,1550.65,1.0,AFC,2024-02-15
23,Korea Republic,KOR,1550.65,1550.65,0.0,AFC,2023-12-21
23,Korea Republic,KOR,1550.65,1540.35,1.0,AFC,2023-11-30
24,Korea Republic,KOR,1540.35,1533.01,2.0,AFC,2023-10-26
26,Korea Republic,KOR,1533.01,1529.3,2.0,AFC,2023-09-21
28,Korea Republic,KOR,1529.3,1529.3,0.0,AFC,2023-07-20
28,Korea Republic,KOR,1529.3,1536.01,-1.0,AFC,2023-06-29
27,Korea Republic,KOR,1536.01,1539.49,-2.0,AFC,2023-04-06
25,Korea Republic,KOR,1539.49,1530.3,3.0,AFC,2022-12-22
28,Korea Republic,KOR,1530.3,1526.02,0.0,AFC,2022-10-06
28,Korea Republic,KOR,1526.02,1526.2,0.0,AFC,2022-08-25
28,Korea Republic,KOR,1526.2,1519.54,1.0,AFC,2022-06-23
29,Korea Republic,KOR,1519.54,1522.85,0.0,AFC,2022-03-31
29,Korea Republic,KOR,1522.85,1507.24,4.0,AFC,2022-02-10
33,Korea Republic,KOR,1507.24,1507.24,0.0,AFC,2021-12-23
33,Korea Republic,KOR,1507.24,1489.1,2.0,AFC,2021-11-19
35,Korea Republic,KOR,1489.1,1479.41,1.0,AFC,2021-10-21
36,Korea Republic,KOR,1479.41,1474.96,0.0,AFC,2021-09-16
36,Korea Republic,KOR,1474.96,1460.25,3.0,AFC,2021-08-12
39,Korea Republic,KOR,1460.25,1460.25,0.0,AFC,2021-05-27
39,Korea Republic,KOR,1460.25,1465.0,-1.0,AFC,2021-04-07
38,Korea Republic,KOR,1465.0,1465.0,0.0,AFC,2021-02-18
38,Korea Republic,KOR,1465.0,1465.0,0.0,AFC,2020-12-10
38,Korea Republic,KOR,1465.0,1464.0,0.0,AFC,2020-11-27
38,Korea Republic,KOR,1464.0,1464.0,1.0,AFC,2020-10-22
39,Korea Republic,KOR,1464.0,1464.0,1.0,AFC,2020-09-17
40,Korea Republic,KOR,1464.0,1464.0,0.0,AFC,2020-07-16
40,Korea Republic,KOR,1464.0,1464.0,0.0,AFC,2020-06-11
40,Korea Republic,KOR,1464.0,1464.0,0.0,AFC,2020-04-09
40,Korea Republic,KOR,1464.0,1461.0,0.0,AFC,2020-02-20
40,Korea Republic,KOR,1461.0,1459.0,1.0,AFC,2019-12-19
41,Korea Republic,KOR,1459.0,1466.0,-2.0,AFC,2019-11-27
39,Korea Republic,KOR,1466.0,1470.0,-2.0,AFC,2019-10-24
37,Korea Republic,KOR,1470.0,1467.0,0.0,AFC,2019-10-13
37,Korea Republic,KOR,1467.0,1467.0,0.0,AFC,2019-07-25
37,Korea Republic,KOR,1467.0,1462.0,0.0,AFC,2019-06-14
37,Korea Republic,KOR,1462.0,1451.0,1.0,AFC,2019-04-04
38,Korea Republic,KOR,1451.0,1405.0,15.0,AFC,2019-02-07
53,Korea Republic,KOR,1405.0,1405.0,0.0,AFC,2018-12-20
53,Korea Republic,KOR,1405.0,1401.0,0.0,AFC,2018-11-29
53,Korea Republic,KOR,1401.0,1395.0,2.0,AFC,2018-10-25
55,Korea Republic,KOR,1395.0,1387.0,2.0,AFC,2018-09-20
57,Korea Republic,KOR,1387.0,1388.0,0.0,AFC,2018-08-16
51,Korea Republic,KOR,1751.0,1783.0,-6.0,AFC,2018-07-01
57,Korea Republic,KOR,544.0,520.0,4.0,AFC,2018-06-07
61,Korea Republic,KOR,520.0,520.0,0.0,AFC,2018-05-17
61,Korea Republic,KOR,520.0,554.0,-2.0,AFC,2018-04-12
59,Korea Republic,KOR,554.0,556.0,-1.0,AFC,2018-03-15
58,Korea Republic,KOR,556.0,569.0,1.0,AFC,2018-02-15
59,Korea Republic,KOR,569.0,570.0,1.0,AFC,2018-01-18
60,Korea Republic,KOR,570.0,563.0,-1.0,AFC,2017-12-21
59,Korea Republic,KOR,563.0,588.0,3.0,AFC,2017-11-23
62,Korea Republic,KOR,588.0,659.0,-11.0,AFC,2017-10-16
51,Korea Republic,KOR,659.0,674.0,-2.0,AFC,2017-09-14
49,Korea Republic,KOR,674.0,662.0,2.0,AFC,2017-08-10
51,Korea Republic,KOR,662.0,703.0,-8.0,AFC,2017-07-06
43,Korea Republic,KOR,703.0,700.0,0.0,AFC,2017-06-01
43,Korea Republic,KOR,700.0,700.0,0.0,AFC,2017-05-04
43,Korea Republic,KOR,700.0,691.0,-3.0,AFC,2017-04-06
